,name,full_name,born,died
18935,Hugo Chávez,Hugo Rafael Chávez Frías,1954-07-28 00:00:00,5 March 2013
18937,Hugues Lapointe,,1911-03-03 00:00:00,"November 13, 1982"
18940,Hulan Jack,,1906-12-29 00:00:00,"December 19, 1986"
18941,Hulan Jack,,1906-12-29 00:00:00,"December 19, 1986"
18942,Huguette Clark,Huguette Marcelle Clark,1906-06-09 00:00:00,"May 24, 2011"
18944,Hulett Smith,,1918-10-21 00:00:00,"January 15, 2012"
18945,Huguette Clark,Huguette Marcelle Clark,1906-06-09 00:00:00,"May 24, 2011"
18946,Humayun Rasheed Choudhury,,1928-11-11 00:00:00,10 July 2001
18947,The Lord Colnbrook,,1922-08-12 00:00:00,4 October 1996
18949,Humphrey Attewell,Humphrey Cooper Attewell,1894-07-14 00:00:00,15 October 1972
18950,Humphrey Hume Wrong,,1894-09-10 00:00:00,"January 24, 1954"
18951,Sir Humphrey O'Leary,Humphrey Francis O'Leary,12 February 1886,16 October 1953
18952,Humphrey H. Leavitt,Humphrey Howe Leavitt,1796-06-18 00:00:00,"March 15, 1873"
18953,Humphrey Marshall,,1812-01-13 00:00:00,"March 28, 1872"
18954,Sir Humphrey Gibbs,,1902-11-22 00:00:00,5 November 1990
18955,Humphry Ward,Thomas Humphry Ward,1845-11-09 00:00:00,6 May 1926
18956,Humphrey Marshall,,1760,"July 3, 1841 (aged 80–81)"
18957,Hunter Andrews,Hunter Booker Andrews,1921-05-28 00:00:00,"January 13, 2005"
18959,Humphry Davy,,1778-12-17 00:00:00,29 May 1829
18963,Huntley Nowel Spaulding,,"October 30, 1869","November 14, 1955"
18965,Huston Quin,,1876-08-04 00:00:00,"August 14, 1938"
18966,Hussain Muhammad Ershad,হুসেইন মুহাম্মদ এরশাদ,1930-02-01 00:00:00,14 July 2019
18969,Hutchins Gordon Burton,,1774, (aged 61–62)
18973,Hwang In-sung,,1926-01-09 00:00:00,"October 11, 2010"
18977,H. Rex Lee,Hyrum Rex Lee,1910-04-08 00:00:00,"July 26, 2001"
18978,Hywel Francis,David Hywel Francis,1946-06-06 00:00:00,14 February 2021
18980,Isaac L. Patterson,,1859-09-17 00:00:00,"December 21, 1929"
18984,I. D. Fairchild,,1875-12-31 00:00:00,"May 1, 1928"
18988,Isaac Newton,,1643-01-04 00:00:00,31 March 1727
18989,Iain Sproat,,8 November 1938,29 September 2011 (aged 72)
18990,Iain Mills,,1940-04-21 00:00:00,16 January 1997
18992,Iain Macleod,Iain Norman Macleod,1913-11-11 00:00:00,20 July 1970
18994,Iajuddin Ahmed,ইয়াজউদ্দিন আহম্মেদ,1931-02-01 00:00:00,10 December 2012
18996,Ian Alistair Mackenzie,,1890-07-27 00:00:00,"September 2, 1949"
18998,Ian Brooks,,1928-04-21 00:00:00,20 April 2022
19003,The Duke of Argyll,,28 August 1937,21 April 2001
19006,The Duke of Argyll,,1903-06-18 00:00:00,7 April 1973
19008,Ian Campbell,,1926-04-26 00:00:00,9 September 2007
19011, Ian Clunies Ross,,1899-02-22 00:00:00,20 June 1959
19012,The Duke of Argyll,,1903-06-18 00:00:00,7 April 1973
19015,Ian Gibson,,1938-09-26 00:00:00,9 April 2021
19019,Ian Grist,,5 December 1938,2 January 2002
19020,The Lord Fraser of Lonsdale,,30 August 1897,19 December 1974 (aged 77)
19022,The Lord Gilmour of Craigmillar,,1926-07-08 00:00:00,21 September 2007
19023,Ian Fleming,Ian Lancaster Fleming,1908-05-28 00:00:00,12 August 1964
19028,Ian Macfarlan,John Robert Macfarlan,21 November 1881,19 March 1964
19029,Ian Lawrence,,1937-12-29 00:00:00,8 March 2019
19035,The Lord Strathcarron,,14 May 1880,14 August 1937
19040,Ian Mikardo,,1908-07-09 00:00:00,6 May 1993
19045,The Lord Stewartby,,1935-08-10 00:00:00,3 March 2018
19046,Ian Quigley,Ian Terence Quigley,1931-10-16 00:00:00,3 May 2016
19051,Ian Wilson,,1932-05-02 00:00:00,2 April 2013
19057,Ibra Charles Blackwood,Ibra Charles Blackwood,1878-11-21 00:00:00,"February 12, 1936"
19070,Ida Ballasiotes,,1936-05-25 00:00:00,"November 23, 2014"
19072,Ichabod Bartlett,,1786-07-24 00:00:00,"October 19, 1853"
19073,Ida M. Eliot,Ida Mitchel Eliot,"October 9, 1836",1923
19076,Ida Chamberlain,Florence Ida Chamberlain,22 May 1870,1 April 1943
19077,Ida Lilian Gordon (née Pickles),,1907,2001
19078,Ida Copeland,Ida Fenzi,15 April 1881,29 June 1964
19079,Ida Marie Honoré,Ida Marie Honoré,1854-06-04 00:00:00,"September 5, 1930"
19080,Ida Saxton McKinley,Ida Saxton,1847-06-08 00:00:00,"May 26, 1907"
19081,Ida Stover Eisenhower,Ida Elizabeth Stover,"May 1, 1862","September 11, 1946"
19082,Idella Jones Childs,Idella Jones,1903-06-21 00:00:00,"August 8, 1998"
19083,Idar Norstrand,Idar Olav Norstrand,1915-02-14 00:00:00,8 September 1986
19086,Ien Dales,Catharina Isabella Dales,1931-10-18 00:00:00,10 January 1994
19087,Idriss Déby,إدريس ديبي,1952-06-18 00:00:00,20 April 2021
19090,Syed Iftikhar Hussain Shah,,1949-03-14 00:00:00,15 March 2020
19092,Ignatius Kutu Acheampong,,1931-09-23 00:00:00,16 June 1979
19094,Ibn Khaldun,,27 May 1332,17 March 1406
19095,Ignatius L. Donnelly,Ignatius Loyola Donnelly,1831-11-03 00:00:00,"January 1, 1901"
19100,Ignatius of Saint Paul,,1799-12-21 00:00:00,1 October 1864
19102,Igor Troubetzkoy,"
Igor Nikolayevich Troubetzkoy",1912-08-23 00:00:00,20 December 2008
19103,Igor Dmitriyevich Sergeyev ,Igor Dmitriyevich Sergeyev,20 April 1938,10 November 2006
19105,Ike Franklin Andrews,,1925-09-02 00:00:00,"May 10, 2010"
19108,Ike Thompson,,1915-11-08 00:00:00,"June 25, 1995"
19109,Ike Skelton,Isaac Newton Skelton IV,1931-12-20 00:00:00,"October 28, 2013"
19111,Ilias Tsirimokos,,26 April 1907,13 July 1968
19115,Ilkka Suominen,,1939-04-08 00:00:00,23 May 2022
19118,Illtyd Harrington,,1931-07-14 00:00:00,1 October 2015
19119,Ilo Wallace,Ilo Browne,1888-03-10 00:00:00,"February 22, 1981"
19120,Ilse Hess,Ilse Pröhl,1900-06-22 00:00:00,7 September 1995
19121,Ilse Braun,,1909,1979 (aged 69–70)
19122,Ilus W. Davis,Ilus Winfield Davis,1917-04-22 00:00:00,"September 4, 1996"
19123,Ilya Ulyanov,Ilya Nikolayevich Ulyanov,1831-07-31 00:00:00,24 January 1886
19131,Inés Mendoza,Inés María Mendoza Rivera,1908-01-10 00:00:00,"August 13, 1990"
19137,Indalecio Liévano Aguirre,,1917-07-24 00:00:00,29 March 1982
19145,Inger Koppernæs,,1928-08-15 00:00:00,15 August 1990
19146,The Baroness Robson of Kiddington,,1919-08-20 00:00:00,9 February 1999
19147,Inge Lønning,Inge Johan Lønning,1938-02-20 00:00:00,24 March 2013
19148,Ingemar Mundebo,Kurt Allan Ingemar Mundebo,1930-10-15 00:00:00,7 September 2018
19149,Inger Louise Valle,,1921-11-28 00:00:00,21 May 2006
19160,Innis Green,,1776-02-26 00:00:00,"August 4, 1839"
19161,Innis Newton Palmer,,1824-03-30 00:00:00,"September 10, 1900"
19164,Ioannis Alevras,,1912,6 April 1995 (aged 82–83)
19165,Ioannis Grivas,,1923-02-23 00:00:00,27 November 2016
19166,Ioannis Charalambopoulos,,1919-02-10 00:00:00,"October 16, 2014"
19168,Ioannis Metaxas,,1871-04-12 00:00:00,29 January 1941
19169,Ioannis Pesmazoglou,,1857,1906
19172,Ion Lowndes Farris,,"September 14, 1878","November 10, 1934"
19173,Irène Tharin,,1938-07-18 00:00:00,7 August 2016
19176,Iorwith Wilbur Abel,,1908-08-11 00:00:00,"August 10, 1987"
19177,Ira B. Jones,,"December 29, 1851","December 12, 1927"
19178,Col. Ira Clifton Copley,,"October 25, 1864","November 1, 1947"
19180,Ira L. Babcock,,circa 1808,"March 21, 1888"
19181,Ira B. Bradford,,1851-06-24 00:00:00,"September 1, 1916"
19182,Ira Condict,,1764-02-21 00:00:00,"July 1, 1811"
19183,Ira De Ment,Ira De Ment,1931-12-21 00:00:00,"July 16, 2011"
19184,Irène Joliot-Curie,Irène Curie,1897-09-12 00:00:00,17 March 1956
19185,Ira Davenport,,1841-06-28 00:00:00,"October 6, 1904"
19186,Ira Greenlief Hersey,,1858-03-31 00:00:00,"May 6, 1943"
19187,Ira E. Rider,Ira Edgar Rider,1868-11-17 00:00:00,"May 29, 1906"
19189,Ira Francis Thompson,,1885-06-20 00:00:00,"August 4, 1937"
19190,Ira Harris,Ira Harris,1802-05-31 00:00:00,"December 2, 1875"
19191,Col. Ira Clifton Copley,,"October 25, 1864","November 1, 1947"
19194,Ira Nelson Morris,,1875-03-08 00:00:00,"January 15, 1942"
19195,Ira Ruskin,,1943-11-12 00:00:00,"July 3, 2014"
19197,Ira T. Fiss,,"November 7, 1888","June 18, 1955"
19198,Ira O. McDaniel,Ira Oliver McDaniel,1807-01-19 00:00:00,"August 28, 1887"
19202,The Lady Astor of Hever,Irene Violet Freesia Janet Augusta Haig,1919-10-07 00:00:00,12 August 2001
19203,Ira Wells Wood,,"June 19, 1856","October 5, 1931 (aged 75)"
19206,The Baroness Ravensdale,Mary Irene Curzon,1896-01-20 00:00:00,9 February 1966
19207,Irene Doutney,,1949/50, (aged 69)
19208,Irene Longman,Irene Maud Bayley,1877-04-24 00:00:00,29 July 1964
19209,Irene Mayer Selznick,Irene Gladys Mayer,1907-04-02 00:00:00,"October 10, 1990"
19212,Irene Vorrink,Irene Vorrink,1918-01-07 00:00:00,21 August 1996
19215,Iris Campbell,Iris Faye Rhodes,1940-02-12 00:00:00,"November 20, 2017"
19217,Irlo Bronson Sr.,,1900-08-03 00:00:00,"March 3, 1973"
19219,Irlo Bronson Jr.,,1936-06-04 00:00:00,"November 20, 2017"
19220,Iron Jacket,,1790,"May 12, 1858"
19222,Irv Greengo Eichler,,1925-02-09 00:00:00,"March 12, 2018"
19224,Irv Newhouse,Irving Ralph Newhouse,1920-10-16 00:00:00,"March 29, 2001"
19225,Irv Anderson,,"April 18, 1923","November 17, 2008"
19226,Irvin Charles Mollison,Irvin Charles Mollison,1898-12-24 00:00:00,"May 5, 1962"
19227,Irvine Lenroot,Irvine Luther Lenroot,1869-01-31 00:00:00,"January 26, 1949"
19228,Sir Irvine Patnick,,1929-10-29 00:00:00,30 December 2012
19229,Irvine Bulloch,,1842-06-25 00:00:00,14 July 1898
19230,Irvine Lenroot,Irvine Luther Lenroot,1869-01-31 00:00:00,"January 26, 1949"
19231,Irving B. Dudley,,1861-11-30 00:00:00,"November 27, 1911"
19232,,,1871-03-29 00:00:00,"March 18, 1939"
19233,Irving Hill,Irving Hill,1915-02-06 00:00:00,"March 18, 1998"
19234,Irving C. Freese,,1903-02-19 00:00:00,"September 11, 1964"
19235,Irving Ives,Irving McNeil Ives,1896-01-24 00:00:00,"February 24, 1962"
19236,Irving P. Mehigan,,1898-01-15 00:00:00,"August 4, 1980"
19237,Irving Thalberg,,"May 30, 1899","September 14, 1936"
19239,Irv Newhouse,Irving Ralph Newhouse,1920-10-16 00:00:00,"March 29, 2001"
19240,Irving Thalberg Jr.,,"August 25, 1930","August 21, 1987 (age 56)"
19241,Irwin B. Laughlin,,1871-04-26 00:00:00,"April 18, 1941"
19242,Irwin D. Davidson,Irwin Delmore Davidson,1906-01-02 00:00:00,"August 1, 1981"
19243,Irving Webster Drew,,1845-01-08 00:00:00,"April 10, 1922"
19245,Irwin J. Landes,,1926-03-06 00:00:00,"May 27, 2010"
19247,Irwin I. Kimmelman,,1930-09-10 00:00:00,"September 12, 2014"
19248,Irving Ives,Irving McNeil Ives,1896-01-24 00:00:00,"February 24, 1962"
19249,Isaäc Arend Diepenhorst,Isaäc Arend Diepenhorst,1916-07-18 00:00:00,21 August 2004
19250,Isaac Ambrose Barber,,1852-01-26 00:00:00,"March 1, 1909"
19251,Irving Kaufman,Irving Robert Kaufman,1910-06-24 00:00:00,"February 1, 1992"
19252,Irwin Steingut,,1893-10-19 00:00:00,"September 26, 1952"
19253,Isaac Barré,,1726-10-15 00:00:00,20 July 1802
19254,"Isaac Bell, Jr.",,"November 6, 1846","January 20, 1889"
19255,Isaac Anderson,,1760-11-23 00:00:00,"October 27, 1838"
19256,Isaac B. Desha,Isaac Bledsoe Desha,1802-01-01 00:00:00,"August 13, 1828"
19257,Isaac Chapman Bates,,1779-01-23 00:00:00,"March 16, 1845"
19258,Isaac C. Delaplaine,,"October 27, 1817","July 17, 1866"
19259,Isaac Buchanan,,"July 21, 1810","October 1, 1883"
19260,Isaac C. Fowler,Isaac Chapman Fowler,1831-09-02 00:00:00,"April 29, 1905"
19261,Isaac K. Chinebuah,,1929-10-07 00:00:00,"June 8, 2006"
19262,Isaac Clements,,1837-03-31 00:00:00,"May 31, 1909"
19263,Isaac Coles,,1747-03-02 00:00:00,"June 3, 1813"
19265,Isaac Cookson,,1817,1881
19266,Isaac D'Israeli,,1766-05-11 00:00:00,19 January 1848
19267,Isaac Davis,,"June 2, 1799","April 1, 1883 (aged 83)"
19268,Isaac D. Barnard,Isaac Dutton Barnard,1791-07-18 00:00:00,"February 28, 1834"
19269,Isaac De Riemer,,January 1675,"February 23, 1730 (aged 64)"
19270,Isaac Edward Holmes,,1796-04-06 00:00:00,"February 24, 1867"
19272,Isaac E. Messmore,Isaac Elijah Messmore,1821-08-21 00:00:00,"January 8, 1902"
19273,Isaac F. Redfield,,1804-04-10 00:00:00,"March 23, 1876"
19274,Isaac Barrow,,October 1630,4 May 1677
19275,Isaac Featherston,,21 March 1813,19 June 1876
19276,Isaac Ellis Ives,,1840-05-20 00:00:00,7 December 1906
19277,Isaac Fletcher,,1784-11-22 00:00:00,"October 19, 1842"
19278,Isaac Griffin,,1756-02-27 00:00:00,"October 12, 1827"
19279,Isaac Franklin,,"May 26, 1789","April 27, 1846"
19280,Isaac Foot,,23 February 1880,13 December 1960
19281,Isaac Harding Duval,,1824-09-01 00:00:00,"July 10, 1902"
19282,Isaac Halstead Williamson,,1767-09-27 00:00:00,"July 10, 1844"
19283,Isaac Hamilton Taylor,,1840-04-18 00:00:00,"December 18, 1936"
19284,Isaac Hill,,"April 6, 1788","March 22, 1851"
19285,Isaac H. Doutrich,,1871-12-19 00:00:00,"May 28, 1941"
19286,Isaac Jack Martin,Isaac Jack Martin,1908-07-18 00:00:00,"November 5, 1966"
19287,Isaac Homer Van Winkle,,"December 3, 1870","December 14, 1943"
19288,Isaac Milliken,,1813-08-29 00:00:00,"December 2, 1889"
19289,Isaac Johnson,,1803-11-01 00:00:00,"March 15, 1853"
19291,Sir Isaac Isaacs,Isaac Alfred Isaacs,1855-08-06 00:00:00,11 February 1948
19292,Isaac L. Varian,,"June 25, 1793","August 10, 1864"
19294,Isaac Leffler,,1788-11-07 00:00:00,"March 8, 1866"
19295,Isaac Milliken,,1813-08-29 00:00:00,"December 2, 1889"
19296,Isaac Luck,,12 May 1817,15 December 1881
19297,Isaac Melson Meekins,Isaac Melson Meekins,1875-02-13 00:00:00,"November 21, 1946"
19298,Isaac Miller Hamilton,,"September 6, 1864","August 8, 1952"
19300,Isaac McKim,,1775-07-21 00:00:00,"April 1, 1838"
19301,Isaac N. Arnold,,1815-11-30 00:00:00,"April 24, 1884"
19302,Isaac Murphy,,1799-10-16 00:00:00,"September 8, 1882"
19303,Isaac N. Pearson,,"July 27, 1842",Early 1908
19304,Isaac C. Naylor,,1824-07-01 00:00:00,"April 16, 1885"
19305,Isaac Peckham Christiancy,,1812-03-12 00:00:00,"September 8, 1890"
19306,Isaac Peace Rodman,,1822-08-18 00:00:00,"September 30, 1862"
19307,Isaac Parrish,,March 1804,"August 9, 1860"
19308,Isaac Parker,,1768-06-17 00:00:00,"July 25, 1830"
19309,Isaac R. Moores Jr.,,"February 14, 1831","July 25, 1884"
19310,Isaac Charles Parker,Isaac Charles Parker,1838-10-15 00:00:00,"November 17, 1896"
19311,Isaac R. Moores Jr.,,"February 14, 1831","July 25, 1884"
19312,Isaac Pigeon Walker,,1815-11-02 00:00:00,"March 29, 1872"
19313,Isaac Roberts Hawkins,,1818-05-16 00:00:00,"August 12, 1880"
19314,Isaac Newton,,1643-01-04 00:00:00,31 March 1727
19315,Isaac Roop,,1822-03-13 00:00:00,"February 14, 1869"
19316,Isaac Roosevelt,Isaac Daniel Roosevelt,"September 29, 1790","December 24, 1863 (aged 73)"
19317,Isaac Roosevelt,,1726-12-19 00:00:00,October 1794 (aged 67)
19319,Isaac Smith,,1740,"August 29, 1807"
19320,Isaac S. Pennybacker,Isaac Samuels Pennybacker,1805-09-03 00:00:00,"January 12, 1847"
19321,Isaac Sawyer Belcher,,1825-02-27 00:00:00,"November 30, 1898"
19322,Isaac Shelby,,1750-12-11 00:00:00,"July 18, 1826"
19323,Isaac Smith Kalloch,,"July 10, 1832","December 9, 1887"
19324,Isaac Stephenson,,1829-06-18 00:00:00,"March 15, 1918"
19325,Isaac Ingalls Stevens,,1818-03-25 00:00:00,"September 1, 1862"
19326,Isaac Tichenor,,1754-02-08 00:00:00,"December 11, 1838"
19327,Isaac Todhunter,,1820-11-23 00:00:00,1 March 1884
19328,Isaac Thomas,,1784-11-04 00:00:00,"February 2, 1859"
19329,Isaac Vail Brokaw,,1835-11-27 00:00:00,"September 29, 1913"
19330,Isaac Toucey,,1792-11-15 00:00:00,"July 30, 1869"
19331,Isaac L. Varian,,"June 25, 1793","August 10, 1864"
19332,Isaac Wilbour,,1763-04-25 00:00:00,"October 4, 1837"
19336,Isabel Burgess,,1912-04-03 00:00:00,"September 17, 1999"
19337,Isaac Wildrick,,"March 3, 1803","March 22, 1892"
19338,Sir Isaac Brock,,1769-10-06 00:00:00,13 October 1812
19340,Isabel McLaughlin,Isabel Grace McLaughlin,1903-10-10 00:00:00,"November 26, 2002"
19342,The Marchioness of Exeter,Isabella Poyntz,1803-03-06 00:00:00,6 March 1879
19343,Isabel Washington Powell,Isabel Geraldine Washington,1908-05-23 00:00:00,"May 1, 2007"
19344,Isabella Macdonald,Isabella Clark,1809,28 December 1857
19345,Isabel Anderson,Isabel Weld Perkins,1876-03-29 00:00:00,3 November 1948
19350,Isabella Charlotte de Rohan-Chabot,Isabella Charlotte FitzGerald,16 July 1784,1868 (aged 83–84)
19351,Isabella Greenway,,1886-03-22 00:00:00,"December 18, 1953"
19352,Isabella Macdonald,Isabella Clark,1809,28 December 1857
19358,Isabelle Gebhard Neilson,Mary Isabelle Gebhard,1858-05-29 00:00:00,"May 14, 1928"
19362,Isaiah Dunn Clawson,,"March 30, 1822","October 9, 1879"
19363,Isaiah Pillars,,1833-03-17 00:00:00,"September 13, 1895"
19364,Isaiah Zeldin,,1920-07-11 00:00:00,"January 26, 2018"
19365,Isaiah L. Green,,1761-12-28 00:00:00,"December 5, 1841"
19366,Isham Randolph,,"February 24, 1687","November 2, 1742 (aged 55)"
19367,Isham G. Harris,,1818-02-10 00:00:00,"July 8, 1897"
19368,Ishaya Bakut,,1947-08-16 00:00:00,21 March 2015
19370,The Marchioness of Aberdeen and Temair,Isabel Maria Marjoribanks,15 March 1857,18 April 1939
19371,Isher Judge Ahluwalia,,1945-10-01 00:00:00,26 September 2020
19373,Isham Talbot,,1773,"September 25, 1837 (aged 63–64)"
19374,Isidor Rayner,,1850-04-11 00:00:00,"November 25, 1912"
19375,Ishbel MacDonald,Ishbel Allan MacDonald,1903-03-02 00:00:00,20 June 1982
19376,Isidor Lissner,Isidor Siegfried Lissner,1832,22 July 1902
19377,Isidore Thibaudeau,,1819-09-30 00:00:00,"August 18, 1893"
19379,Isham Reavis,,1836-01-28 00:00:00,"May 8, 1914"
19381,Ismail Fahmy,,1922-10-02 00:00:00,21 November 1997
19383,Israel Christian,,c. 1720,1784
19385,Israel F. Fischer,Israel Frederick Fischer,1858-08-17 00:00:00,"March 16, 1940"
19387,Israel Washburn Jr.,,1813-06-06 00:00:00,"May 12, 1883"
19388,Israel Pickens,,1780-01-30 00:00:00,"April 24, 1827"
19390,Israel Smith,,1759-04-04 00:00:00,"December 2, 1810"
19391,Isaac Hill,,"April 6, 1788","March 22, 1851"
19392,István Hetényi,,1926-08-03 00:00:00,11 November 2008
19397,Ithamar Sloan,,1822-05-09 00:00:00,"December 24, 1898"
19398,István Sarlós,,1921-10-30 00:00:00,19 June 2006
19400,Ivan Allen Jr.,,1911-03-15 00:00:00,"July 2, 2003"
19402,Ivan A. Getting,Ivan Alexander Getting,1912-01-18 00:00:00,"October 11, 2003"
19411,Ivan Messmer,Ivan Charles Messmer,1931-07-23 00:00:00,"March 8, 2015"
19412,Ivan Rand,Ivan Cleveland Rand,1884-04-27 00:00:00,"January 2, 1969"
19413,Ivan Sergeyevich Obolensky,,1925-05-15 00:00:00,"January 29, 2019"
19420,Ivar Rooth,,1888-11-02 00:00:00,27 February 1972
19421,Ivo Samkalden,Ivo Samkalden,1912-08-10 00:00:00,11 May 1995
19424,Ivor Brown,Ivor John Carnegie Brown,1891-04-25 00:00:00,22 April 1974
19426,Ivor D. Fenton,,1889-08-03 00:00:00,"October 23, 1986"
19427,Ivor Guest,,1835-08-29 00:00:00,22 February 1914
19428,The Lord Richard,Ivor Seward Richard,1932-05-30 00:00:00,18 March 2018
19431,The Lord Richard,Ivor Seward Richard,1932-05-30 00:00:00,18 March 2018
19432,The Viscount Wimborne,Ivor Churchill Guest,1873-01-16 00:00:00,14 June 1939
19433,The Earl of Plymouth,,2 February 1889,1 October 1943
19434,Ivor Stanbrook,,1924-01-13 00:00:00,18 February 2004
19435,Ivor Greenwood,Ivor John Greenwood,1926-11-15 00:00:00,13 October 1976
19436,Ivor Forbes Guest,,1920-04-14 00:00:00,30 March 2018
19437,Ivy Brookes,Ivy Deakin,1883-07-14 00:00:00,27 December 1970
19439,Ivy Rahman,Jebun Nahar Ivy,1934-07-07 00:00:00,24 August 2004
19444,János Németh,,31 July 1933,1 March 2021
19448,Ivy Matsepe-Casaburri,,1937-09-18 00:00:00,6 April 2009
19450,Józef Oleksy,,1946-06-22 00:00:00,9 January 2015
19451,Jørn Aksel Krog,,1948-04-11 00:00:00,3 March 2015
19452,Jørgen Kosmo,Jørgen Hårek Kosmo,1947-12-05 00:00:00,24 July 2017
19453,Júlio Castro Caldas,,1943-11-19 00:00:00,4 January 2020
19459,Jacob Aall Ottesen Preus,,1883-08-28 00:00:00,"May 24, 1961"
19461,Jürgen Möllemann,,15 July 1945,5 June 2003
19462,Bancroft Davis,John Chandler Bancroft Davis,1822-12-29 00:00:00,"December 27, 1907"
19464,Jürgen Möllemann,,15 July 1945,5 June 2003
19465,James Herman De Ricci,,15 March 1847,1900 (aged 52–53)
19466,Jürgen Warnke,,20 March 1932,27 April 2013
19467,J. T. Rutherford,J T Rutherford,1921-05-30 00:00:00,"November 6, 2006"
19468,J. A. C. Chandler,,1872-10-29 00:00:00,"May 31, 1934"
19470,"Jacob Albert ""Doc"" Hines",,1927-05-01 00:00:00,"March 3, 2020"
19471,J. A. Spender,John Alfred Spender,1862-12-23 00:00:00,21 June 1942
19472,J. Allen Frear Jr.,Joseph Allen Frear Jr.,1903-03-07 00:00:00,"January 15, 1993"
19474,J. Allen Crockett,,1906,"November 9, 1994"
19477,J. Allen Barber,,1809-01-17 00:00:00,"June 28, 1881"
19478,J. B. Bury,John Bagnell Bury,16 October 1861,1 June 1927
19479,J. B. Dauda,Joseph Bandabla  Dauda,1942-12-24 00:00:00,1 June 2017
19480,J. Arthur Younger,Jesse Arthur Younger,1893-04-11 00:00:00,"June 20, 1967"
19481,Bert Johnson,,1887-10-02 00:00:00,"November 27, 1970"
19482,Barry Stout,,1936-11-07 00:00:00,"October 29, 2016"
19483,Joseph Balsora Turgeon,,1810,"July 17, 1897"
19484,J. Banks Kurtz,,1867-10-31 00:00:00,"September 18, 1960"
19485,J. Berkeley Larsen,,1889-02-27 00:00:00,"March 30, 1979"
19486,J. B. Johnson,,1868-10-15 00:00:00,"June 26, 1940"
19487,J. Blaine Anderson,,1922-01-19 00:00:00,"April 16, 1988"
19489,J. Belmont Woodson,Julian Belmont Woodson,1872-01-04 00:00:00,"July 7, 1963"
19490,J. Bob Traxler,Jerome Bob Traxler,1931-07-21 00:00:00,"October 30, 2019"
19492,J. Borden Harriman,,1864-09-20 00:00:00,"December 2, 1914"
19493,J. Boyd Sears,John Boyd Sears,1869-11-26 00:00:00,"January 1, 1937"
19495,J. Bracken Lee,Joseph Bracken Lee,1899-01-07 00:00:00,"October 20, 1996"
19497,J. C. Haynes,,1848-09-22 00:00:00,"April 14, 1913"
19498,J. C. Fargo,James Congdell Strong Fargo,"May 5, 1829","February 8, 1915"
19499,James Clerk Maxwell,,1831-06-13 00:00:00,5 November 1879
